#X,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f32,f33,f34,f35,Y
CSR115+41.p,1,10558,10559,11456,35227,0,10249,1,10558,0,0,10247,0,10247,10249,0.000195,0.999805,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR115+42.p,1,10524,10525,11422,35129,0,10215,1,10524,0,0,10213,0,10213,10215,0.000196,0.999804,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR115+43.p,1,10569,10570,11466,35255,0,10260,1,10569,0,0,10258,0,10258,10260,0.000195,0.999805,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR115+46.p,1,10541,10542,11439,35173,0,10232,1,10541,0,0,10230,0,10230,10232,0.000195,0.999805,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR115+48.p,1,10492,10493,11394,35037,0,10183,1,10492,0,0,10181,0,10181,10183,0.000196,0.999804,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR115+5.p,1,10711,10712,11607,35683,0,10402,1,10711,0,0,10400,0,10400,10402,0.000192,0.999808,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR115+53.p,1,10511,10512,11409,35083,0,10202,1,10511,0,0,10200,0,10200,10202,0.000196,0.999804,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR115+55.p,1,10529,10530,11424,35142,0,10220,1,10529,0,0,10218,0,10218,10220,0.000196,0.999804,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR115+56.p,1,10568,10569,11466,35253,0,10259,1,10568,0,0,10257,0,10257,10259,0.000195,0.999805,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR115+57.p,1,10568,10569,11463,35244,0,10259,1,10568,0,0,10257,0,10257,10259,0.000195,0.999805,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR115+59.p,1,10588,10589,11483,35309,0,10279,1,10588,0,0,10277,0,10277,10279,0.000195,0.999805,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR115+6.p,1,10711,10712,11608,35686,0,10402,1,10711,0,0,10400,0,10400,10402,0.000192,0.999808,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR115+60.p,1,10517,10518,11412,35091,0,10208,1,10517,0,0,10206,0,10206,10208,0.000196,0.999804,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR115+61.p,1,10517,10518,11415,35100,0,10208,1,10517,0,0,10206,0,10206,10208,0.000196,0.999804,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR115+62.p,1,10529,10530,11432,35155,0,10220,1,10529,0,0,10218,0,10218,10220,0.000196,0.999804,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR115+63.p,1,10641,10642,11540,35485,0,10332,1,10641,0,0,10330,0,10330,10332,0.000194,0.999806,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR115+65.p,1,10698,10699,11591,35647,0,10389,1,10698,0,0,10387,0,10387,10389,0.000193,0.999807,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR115+67.p,1,10591,10592,11489,35338,0,10282,1,10591,0,0,10280,0,10280,10282,0.000195,0.999805,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR115+68.p,1,10514,10515,11412,35102,0,10205,1,10514,0,0,10203,0,10203,10205,0.000196,0.999804,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR115+69.p,1,10508,10509,11406,35081,0,10199,1,10508,0,0,10197,0,10197,10199,0.000196,0.999804,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR115+7.p,1,10629,10630,11527,35438,0,10320,1,10629,0,0,10318,0,10318,10320,0.000194,0.999806,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR115+70.p,1,10449,10450,11347,34896,0,10140,1,10449,0,0,10138,0,10138,10140,0.000197,0.999803,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR115+71.p,1,10495,10496,11393,35034,0,10186,1,10495,0,0,10184,0,10184,10186,0.000196,0.999804,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR115+72.p,1,10564,10565,11462,35241,0,10255,1,10564,0,0,10253,0,10253,10255,0.000195,0.999805,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR115+73.p,1,10501,10502,11399,35057,0,10192,1,10501,0,0,10190,0,10190,10192,0.000196,0.999804,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR115+74.p,1,10479,10480,11377,34998,0,10170,1,10479,0,0,10168,0,10168,10170,0.000197,0.999803,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR115+75.p,1,10474,10475,11372,34981,0,10165,1,10474,0,0,10163,0,10163,10165,0.000197,0.999803,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR115+77.p,1,10524,10525,11422,35137,0,10215,1,10524,0,0,10213,0,10213,10215,0.000196,0.999804,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR115+79.p,1,10498,10499,11396,35046,0,10189,1,10498,0,0,10187,0,10187,10189,0.000196,0.999804,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR115+80.p,1,10545,10546,11441,35193,0,10236,1,10545,0,0,10234,0,10234,10236,0.000195,0.999805,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR115+85.p,1,10597,10598,11496,35357,0,10288,1,10597,0,0,10286,0,10286,10288,0.000194,0.999806,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR115+86.p,1,10546,10547,11444,35196,0,10237,1,10546,0,0,10235,0,10235,10237,0.000195,0.999805,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR115+87.p,1,10553,10554,11451,35222,0,10244,1,10553,0,0,10242,0,10242,10244,0.000195,0.999805,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR115+88.p,1,10535,10536,11433,35170,0,10226,1,10535,0,0,10224,0,10224,10226,0.000196,0.999804,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR115+89.p,1,10760,10761,11658,35864,0,10451,1,10760,0,0,10449,0,10449,10451,0.000191,0.999809,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR115+9.p,1,10616,10617,11512,35409,0,10307,1,10616,0,0,10305,0,10305,10307,0.000194,0.999806,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR115+90.p,1,10680,10681,11575,35599,0,10371,1,10680,0,0,10369,0,10369,10371,0.000193,0.999807,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR115+92.p,1,10466,10467,11364,34949,0,10157,1,10466,0,0,10155,0,10155,10157,0.000197,0.999803,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR115+94.p,1,10647,10648,11543,35490,0,10338,1,10647,0,0,10336,0,10336,10338,0.000193,0.999807,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR115+96.p,1,10625,10626,11523,35442,0,10316,1,10625,0,0,10314,0,10314,10316,0.000194,0.999806,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR115+97.p,1,10641,10642,11540,35485,0,10332,1,10641,0,0,10330,0,10330,10332,0.000194,0.999806,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR115+98.p,1,10614,10615,11512,35399,0,10305,1,10614,0,0,10303,0,10303,10305,0.000194,0.999806,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR115+99.p,1,10514,10515,11412,35102,0,10205,1,10514,0,0,10203,0,10203,10205,0.000196,0.999804,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR116+1.p,1,10600,10601,11504,35374,0,10291,1,10600,0,0,10289,0,10289,10291,0.000194,0.999806,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR116+10.p,1,10737,10738,11641,35790,0,10428,1,10737,0,0,10426,0,10426,10428,0.000192,0.999808,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR116+11.p,1,10487,10488,11389,35024,0,10178,1,10487,0,0,10176,0,10176,10178,0.000197,0.999803,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR116+12.p,1,10818,10819,11721,36033,0,10509,1,10818,0,0,10507,0,10507,10509,0.00019,0.99981,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR116+13.p,1,10592,10593,11495,35354,0,10283,1,10592,0,0,10281,0,10281,10283,0.000194,0.999806,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR116+15.p,1,10693,10694,11596,35657,0,10384,1,10693,0,0,10382,0,10382,10384,0.000193,0.999807,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR116+16.p,1,10494,10495,11398,35049,0,10185,1,10494,0,0,10183,0,10183,10185,0.000196,0.999804,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR116+18.p,1,10587,10588,11491,35328,0,10278,1,10587,0,0,10276,0,10276,10278,0.000195,0.999805,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR116+19.p,1,10669,10670,11572,35575,0,10360,1,10669,0,0,10358,0,10358,10360,0.000193,0.999807,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR116+2.p,1,10716,10717,11620,35726,0,10407,1,10716,0,0,10405,0,10405,10407,0.000192,0.999808,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR116+20.p,1,10665,10666,11568,35565,0,10356,1,10665,0,0,10354,0,10354,10356,0.000193,0.999807,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR116+21.p,1,10460,10461,11364,34951,0,10151,1,10460,0,0,10149,0,10149,10151,0.000197,0.999803,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR116+22.p,1,10460,10461,11364,34951,0,10151,1,10460,0,0,10149,0,10149,10151,0.000197,0.999803,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR116+23.p,1,10593,10594,11497,35354,0,10284,1,10593,0,0,10282,0,10282,10284,0.000194,0.999806,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR116+24.p,1,10503,10504,11407,35084,0,10194,1,10503,0,0,10192,0,10192,10194,0.000196,0.999804,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR116+25.p,1,10789,10790,11693,35954,0,10480,1,10789,0,0,10478,0,10478,10480,0.000191,0.999809,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR116+26.p,1,10633,10634,11537,35474,0,10324,1,10633,0,0,10322,0,10322,10324,0.000194,0.999806,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR116+27.p,1,10745,10746,11649,35807,0,10436,1,10745,0,0,10434,0,10434,10436,0.000192,0.999808,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR116+28.p,1,10623,10624,11527,35444,0,10314,1,10623,0,0,10312,0,10312,10314,0.000194,0.999806,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR116+29.p,1,10740,10741,11644,35805,0,10431,1,10740,0,0,10429,0,10429,10431,0.000192,0.999808,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR116+3.p,1,10687,10688,11592,35634,0,10378,1,10687,0,0,10376,0,10376,10378,0.000193,0.999807,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR116+30.p,1,10476,10477,11374,34978,0,10167,1,10476,0,0,10165,0,10165,10167,0.000197,0.999803,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR116+31.p,1,10587,10588,11494,35339,0,10278,1,10587,0,0,10276,0,10276,10278,0.000195,0.999805,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR116+32.p,1,10708,10709,11615,35707,0,10399,1,10708,0,0,10397,0,10397,10399,0.000192,0.999808,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR116+33.p,1,10601,10602,11507,35381,0,10292,1,10601,0,0,10290,0,10290,10292,0.000194,0.999806,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR116+34.p,1,10634,10635,11537,35473,0,10325,1,10634,0,0,10323,0,10323,10325,0.000194,0.999806,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR116+35.p,1,10530,10531,11434,35165,0,10221,1,10530,0,0,10219,0,10219,10221,0.000196,0.999804,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR116+36.p,1,10581,10582,11485,35310,0,10272,1,10581,0,0,10270,0,10270,10272,0.000195,0.999805,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR116+37.p,1,10524,10525,11428,35140,0,10215,1,10524,0,0,10213,0,10213,10215,0.000196,0.999804,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR116+38.p,1,10652,10653,11555,35547,0,10343,1,10652,0,0,10341,0,10341,10343,0.000193,0.999807,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR116+39.p,1,10735,10736,11639,35785,0,10426,1,10735,0,0,10424,0,10424,10426,0.000192,0.999808,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR116+4.p,1,10557,10558,11460,35243,0,10248,1,10557,0,0,10246,0,10246,10248,0.000195,0.999805,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR116+40.p,1,10562,10563,11466,35257,0,10253,1,10562,0,0,10251,0,10251,10253,0.000195,0.999805,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR116+41.p,1,10617,10618,11522,35423,0,10308,1,10617,0,0,10306,0,10306,10308,0.000194,0.999806,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR116+42.p,1,10568,10569,11471,35277,0,10259,1,10568,0,0,10257,0,10257,10259,0.000195,0.999805,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR116+43.p,1,10656,10657,11560,35537,0,10347,1,10656,0,0,10345,0,10345,10347,0.000193,0.999807,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR116+44.p,1,10543,10544,11448,35200,0,10234,1,10543,0,0,10232,0,10232,10234,0.000195,0.999805,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR116+45.p,1,10506,10507,11410,35086,0,10197,1,10506,0,0,10195,0,10195,10197,0.000196,0.999804,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR116+46.p,1,10720,10721,11623,35738,0,10411,1,10720,0,0,10409,0,10409,10411,0.000192,0.999808,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR116+47.p,1,10718,10719,11622,35738,0,10409,1,10718,0,0,10407,0,10407,10409,0.000192,0.999808,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR116+5.p,1,10532,10533,11436,35165,0,10223,1,10532,0,0,10221,0,10221,10223,0.000196,0.999804,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR116+6.p,1,10803,10804,11707,35986,0,10494,1,10803,0,0,10492,0,10492,10494,0.000191,0.999809,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR116+7.p,1,10535,10536,11440,35177,0,10226,1,10535,0,0,10224,0,10224,10226,0.000196,0.999804,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR116+8.p,1,10746,10747,11650,35808,0,10437,1,10746,0,0,10435,0,10435,10437,0.000192,0.999808,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
CSR116+9.p,1,10601,10602,11504,35376,0,10292,1,10601,0,0,10290,0,10290,10292,0.000194,0.999806,5,2,186,5,1,H,H,N,S,N,3,2,L,M,3
FLD043-5.p,2,26,28,79,270,2,3,2,23,0,0,3,2,3,3,0,1,2,1,6,2,1,G,U,N,F,G,2,1,M,M,3
GEO034-2.p,4,18,22,60,303,4,6,4,13,8,1,3,4,3,6,0.5,0.5,6,5,25,2,1,G,U,S,S,G,3,3,L,M,3
GEO292+1.p,46,268,314,3280,10700,7,51,46,167,279,27,51,7,53,53,0,1,18,4,236,3,1,G,H,S,F,N,3,3,L,M,3
GEO295+1.p,47,268,315,3281,10704,8,51,47,167,279,27,51,8,53,53,0,1,18,4,236,3,1,G,H,S,F,N,3,3,L,M,3
GEO311+1.p,51,264,315,3500,11564,13,39,51,153,283,23,39,13,39,39,0,1,18,4,254,3,1,G,H,S,F,N,3,3,L,M,3
GEO316+1.p,51,270,321,3506,11619,13,45,51,159,289,29,45,13,45,45,0,1,18,4,254,3,1,G,H,S,F,N,3,3,L,M,3
GEO317+1.p,51,271,322,3507,11628,13,46,51,160,290,30,46,13,46,46,0,1,18,4,254,3,1,G,H,S,F,N,3,3,L,M,3
GEO332+1.p,43,238,281,3500,11556,4,11,43,125,272,9,11,4,11,11,0,1,18,4,254,3,1,G,H,S,F,N,3,3,L,M,3
GRP618+2.p,161,8159,8320,49371,212025,90,682,161,3347,4457,191,449,69,663,1123,0.341642,0.590383,8,2,2777,8,1,G,H,S,M,N,3,2,L,D,3
GRP629+2.p,161,8228,8389,50033,214643,91,682,161,3344,4510,192,449,69,663,1123,0.341642,0.590383,8,2,2806,8,1,G,H,S,M,N,3,2,L,D,3
GRP631+2.p,161,8231,8392,50055,214751,90,682,161,3344,4513,192,449,69,663,1123,0.341642,0.590383,8,2,2806,8,1,G,H,S,M,N,3,2,L,D,3
GRP643+2.p,215,11338,11553,74030,379799,112,970,215,4348,5872,364,555,81,781,1468,0.427835,0.532016,9,2,4846,9,1,G,H,S,M,N,3,2,L,D,3
GRP644+2.p,215,11337,11552,74039,379830,112,968,215,4346,5872,364,553,81,779,1466,0.428719,0.531378,9,2,4846,9,1,G,H,S,M,N,3,2,L,D,3
GRP645+2.p,215,11339,11554,74057,379948,112,968,215,4346,5874,365,553,81,779,1466,0.428719,0.531378,9,2,4846,9,1,G,H,S,M,N,3,2,L,D,3
GRP648+2.p,215,11352,11567,74162,380313,111,970,215,4348,5884,366,555,81,782,1469,0.427835,0.532335,9,2,4846,9,1,G,H,S,M,N,3,2,L,D,3
GRP725-1.p,1,17,18,18,285,1,17,1,17,18,18,0,1,0,17,1,0,2,1,7,7,3,U,U,P,M,G,2,1,M,D,3
GRP745+1.p,1,11,12,16,156,1,7,1,7,12,12,0,1,0,11,1,0,2,2,6,4,2,G,U,P,M,G,2,2,M,M,3
GRP768-1.p,1,15,16,16,238,1,15,1,15,16,16,0,1,0,15,1,0,2,2,6,6,3,U,U,P,M,G,2,2,M,D,3
HEN011-1.p,1,15,16,28,103,1,9,1,15,3,1,6,1,6,9,0.333333,0.666667,2,2,2,2,1,H,U,S,S,G,2,2,S,M,3
HWV003-1.p,1,43,44,44,365,1,43,1,43,42,42,12,1,12,43,0.72093,0.27907,2,1,5,7,2,U,U,S,M,G,2,1,M,D,3
HWV004-1.p,1,37,38,38,454,1,37,1,37,36,36,6,1,6,37,0.837838,0.162162,2,1,5,7,2,U,U,S,M,G,2,1,M,D,3
KLE008+1.p,1,25,26,45,213,0,12,1,22,20,11,1,1,3,15,0.916667,0.2,2,1,6,3,1,G,H,S,M,G,2,1,M,M,3
KLE014+2.p,1,24,25,40,192,1,13,1,23,21,12,2,1,2,14,0.846154,0.142857,2,1,6,3,1,G,U,S,M,G,2,1,M,M,3
KLE014+3.p,1,24,25,41,202,0,13,1,23,20,11,2,1,2,14,0.846154,0.142857,2,1,6,3,1,G,H,S,M,G,2,1,M,M,3
KLE045+1.p,1,18,19,23,161,1,14,1,18,13,11,1,1,1,14,0.928571,0.071429,2,1,5,4,2,H,U,S,M,G,2,1,M,M,3
KLE046+1.p,1,18,19,23,166,1,14,1,18,13,11,1,1,1,14,0.928571,0.071429,2,1,5,4,2,H,U,S,M,G,2,1,M,M,3
KLE077+1.p,1,23,24,28,212,1,19,1,23,20,18,2,1,2,19,0.894737,0.105263,2,1,6,6,2,H,U,S,M,G,2,1,M,D,3
KLE087+1.p,1,19,20,22,178,1,17,1,19,20,18,0,1,0,17,1,0,2,1,6,6,2,H,U,S,M,G,2,1,M,D,3
KLE105+1.p,1,20,21,23,217,1,18,1,20,21,19,1,1,1,18,0.944444,0.055556,2,1,6,15,2,H,U,S,M,G,2,1,M,D,3
KLE108+1.p,1,20,21,23,217,1,18,1,20,21,19,1,1,1,18,0.944444,0.055556,2,1,6,15,2,H,U,S,M,G,2,1,M,D,3
KLE109+1.p,1,19,20,22,194,1,17,1,19,20,18,0,1,0,17,1,0,2,1,6,20,2,H,U,S,M,G,2,1,M,D,3
KLE110+1.p,1,19,20,22,212,1,17,1,19,20,18,0,1,0,17,1,0,2,1,6,20,3,H,U,S,M,G,2,1,M,D,3
KLE111+1.p,1,19,20,22,194,1,17,1,19,20,18,0,1,0,17,1,0,2,1,6,20,2,H,U,S,M,G,2,1,M,D,3
KLE147+2.p,1,19,20,26,200,0,14,1,19,16,14,0,1,0,14,1,0,2,1,6,5,2,H,H,S,M,G,2,1,M,M,3
KLE159+1.p,1,20,21,26,188,1,15,1,20,16,14,1,1,1,15,0.933333,0.066667,2,1,6,4,2,H,U,S,M,G,2,1,M,M,3
KLE160+1.p,1,20,21,26,188,1,15,1,20,16,14,1,1,1,15,0.933333,0.066667,2,1,6,4,2,H,U,S,M,G,2,1,M,M,3
LAT001-1.p,1,18,19,24,142,1,14,1,18,16,13,2,1,2,14,0.857143,0.142857,2,2,4,3,1,H,U,S,M,G,2,2,S,M,3
LAT273-1.p,87,2662,2749,6047,30296,50,600,87,2409,1057,557,175,12,175,664,0.708333,0.263554,18,3,583,8,1,G,H,S,M,N,3,3,L,D,3
LAT300+3.p,494,30026,30520,192686,750851,245,2372,494,12071,13761,700,1566,199,2013,3548,0.339798,0.567362,10,2,12690,7,1,G,H,S,M,N,3,2,L,D,3
LAT327+2.p,112,6228,6340,36669,238495,63,614,112,2625,3507,302,357,47,499,961,0.418567,0.519251,9,2,2994,8,1,G,H,S,M,N,3,2,L,D,3
LAT338+2.p,182,12198,12380,72174,368325,98,1077,182,5250,5386,334,596,67,829,1588,0.446611,0.52204,9,2,5121,8,1,G,H,S,M,N,3,2,L,D,3
LAT369+1.p,23,492,515,3200,9072,8,76,23,282,9,0,72,8,72,80,0.052632,0.9,3,1,49,4,1,G,H,S,M,N,3,1,L,M,3
LAT370+1.p,25,511,536,3246,9164,9,92,25,299,9,0,88,9,88,96,0.043478,0.916667,3,1,49,4,1,G,H,S,M,N,3,1,L,M,3
LCL031-1.p,1,5,6,8,58,1,4,1,5,0,0,0,1,0,4,1,0,2,2,2,6,2,H,U,N,M,G,2,2,S,D,3
LCL150-1.p,1,6,7,9,79,1,4,1,6,7,5,0,1,0,4,1,0,2,1,3,6,2,H,U,S,M,G,2,1,S,D,3
LCL255-3.p,1,7,8,11,87,1,5,1,7,0,0,0,1,0,5,1,0,2,1,3,8,3,H,U,N,M,G,2,1,S,D,3
LCL266-3.p,1,7,8,11,113,1,5,1,7,0,0,0,1,0,5,1,0,2,1,3,12,3,H,U,N,M,G,2,1,S,D,3
LCL293-3.p,1,7,8,11,97,1,5,1,7,0,0,0,1,0,5,1,0,2,1,3,11,3,H,U,N,M,G,2,1,S,D,3
LCL303-3.p,1,7,8,11,113,1,5,1,7,0,0,0,1,0,5,1,0,2,1,3,12,3,H,U,N,M,G,2,1,S,D,3
LCL304-3.p,1,7,8,11,113,1,5,1,7,0,0,0,1,0,5,1,0,2,1,3,12,3,H,U,N,M,G,2,1,S,D,3
LCL316-3.p,1,7,8,11,103,1,5,1,7,0,0,0,1,0,5,1,0,2,1,3,9,3,H,U,N,M,G,2,1,S,D,3
LCL461+1.p,1,81,82,145,576,1,21,1,78,7,0,21,1,24,24,0,1,2,1,9,5,3,G,U,S,F,G,2,1,M,M,3
LCL897+1.p,1,8,9,9,83,1,8,1,8,9,9,0,1,0,8,1,0,2,2,4,5,2,U,U,P,M,G,2,2,S,M,3
LDA004-1.p,1,11,12,14,72,1,10,1,11,9,9,8,1,8,10,0.2,0.8,2,2,2,3,1,H,U,S,S,G,2,2,S,M,3
NUM031-1.p,4,137,141,305,3097,1,28,4,125,51,12,16,1,16,32,0.428571,0.5,3,1,40,25,2,G,H,S,M,N,3,1,L,D,3
NUM071-1.p,3,139,142,306,3095,0,30,3,127,50,11,18,0,18,34,0.4,0.529412,3,1,40,25,2,G,H,S,M,N,3,1,L,D,3
NUM380+1.p,5,49,54,96,357,2,31,5,46,12,0,30,2,30,32,0.032258,0.9375,5,3,12,2,1,G,H,S,F,N,3,3,M,M,3
NUM428+3.p,5,42,47,114,400,3,14,5,36,28,3,14,3,14,14,0,1,2,1,7,3,1,G,H,S,F,N,2,1,M,M,3
NUM431+1.p,3,40,43,109,378,2,12,3,34,28,4,12,2,12,12,0,1,2,1,7,3,1,G,H,S,F,N,2,1,M,M,3
NUM431+3.p,3,46,49,115,410,2,18,3,40,30,6,18,2,18,18,0,1,2,1,7,3,1,G,H,S,F,N,2,1,M,M,3
NUM451+6.p,13,206,219,818,2990,1,16,13,140,118,3,16,1,16,16,0,1,3,1,59,3,1,G,H,S,F,N,3,1,L,M,3
NUM502+1.p,11,79,90,329,1012,9,15,11,52,63,8,15,9,15,15,0,1,2,1,14,3,1,G,H,S,F,N,2,1,M,M,3
NUM512+1.p,14,82,96,336,1053,11,18,14,54,65,11,18,12,19,19,0,1,2,1,14,4,1,G,H,S,F,N,2,1,M,M,3
NUM513+1.p,14,84,98,337,1064,12,20,14,56,67,13,20,12,21,21,0,1,2,1,14,4,1,G,H,S,F,N,2,1,M,M,3
NUM516+1.p,13,84,97,337,1064,11,19,13,56,65,10,19,11,20,20,0,1,2,1,14,4,1,G,H,S,F,N,2,1,M,M,3
NUM516+3.p,19,259,278,1708,7221,15,48,19,90,225,31,48,15,61,61,0,1,3,2,26,5,1,G,H,S,F,N,3,2,L,M,3
NUM577+3.p,11,4219,4230,51340,237257,2,25,11,258,3793,7,25,2,35,35,0,1,4,2,97,4,1,G,H,S,F,N,3,2,L,M,3
NUM583+1.p,10,157,167,669,2361,3,22,10,118,99,8,22,3,22,22,0,1,4,2,72,5,1,G,H,S,F,N,3,2,L,M,3
NUM591+1.p,10,172,182,707,2542,2,29,10,133,105,11,29,2,29,29,0,1,4,2,74,5,1,G,H,S,F,N,3,2,L,M,3
NUM600+1.p,10,181,191,723,2625,2,32,10,142,109,11,32,2,32,32,0,1,4,1,75,5,1,G,H,S,F,N,3,1,L,M,3
NUM619+1.p,11,207,218,751,2737,4,55,11,168,117,19,55,4,55,55,0,1,4,1,76,5,1,G,H,S,F,N,3,1,L,M,3
PRO017+1.p,15,76,91,244,821,8,8,15,56,10,6,8,8,8,8,0,1,4,2,39,2,1,G,H,S,F,N,3,2,L,M,3
PRO017+3.p,17,90,107,311,1034,8,8,17,62,19,6,8,8,8,8,0,1,4,2,41,2,1,G,H,S,F,N,3,2,L,M,3
PRO018+1.p,13,88,101,318,1113,8,8,13,56,10,6,8,8,8,8,0,1,4,2,43,2,1,G,H,S,F,N,3,2,L,M,3
PRO018+3.p,15,102,117,385,1326,8,8,15,62,19,6,8,8,8,8,0,1,4,2,45,2,1,G,H,S,F,N,3,2,L,M,3
PUZ016-1.p,1,20,21,29,269,1,12,1,20,11,11,12,1,12,12,0,1,8,2,11,3,1,H,U,S,F,G,3,2,M,M,3
PUZ056-1.p,1,10,11,13,92,1,9,1,10,3,2,1,1,1,9,0.888889,0.111111,2,1,5,7,2,H,U,S,M,G,2,1,M,D,3
REL019+1.p,1,14,15,15,139,1,14,1,14,15,15,2,1,2,14,0.857143,0.142857,2,1,6,5,2,U,U,P,M,G,2,1,M,M,3
REL019-1.p,1,14,15,15,139,1,14,1,14,15,15,2,1,2,14,0.857143,0.142857,2,1,6,5,2,U,U,P,M,G,2,1,M,M,3
